period,trade_value_usd,origin,destin,period_date
201510,56603,Netherlands,Belgium,2015-10-01
201510,1052,United Kingdom,Belgium,2015-10-01
201510,846,Lebanon,Belgium,2015-10-01
201502,1593,Costa Rica,Nicaragua,2015-02-01
201502,1028,Guatemala,Nicaragua,2015-02-01
201502,138,United States of America,Nicaragua,2015-02-01
201502,13850,United Kingdom,Slovakia,2015-02-01
201502,335,Austria,Slovakia,2015-02-01
201502,873,Canada,Slovakia,2015-02-01
201502,91,Czech Rep.,Slovakia,2015-02-01
201502,28047,Germany,Slovakia,2015-02-01
201502,731,Poland,Slovakia,2015-02-01
201502,394,Canada,TFYR of Macedonia,2015-02-01
201406,140,Canada,South Africa,2014-06-01
201406,2644,Egypt,South Africa,2014-06-01
201502,1984,United States of America,Samoa,2015-02-01
201502,253,Belgium,Qatar,2015-02-01
201502,2968,France,Qatar,2015-02-01
201502,8090,India,Qatar,2015-02-01
201502,85,United Kingdom,Qatar,2015-02-01
201502,708,United States of America,Antigua and Barbuda,2015-02-01
201502,555,Canada,Bolivia,2015-02-01
201510,899,Belgium,Luxembourg,2015-10-01
201510,2551,Canada,Luxembourg,2015-10-01
201510,2998,France,Luxembourg,2015-10-01
201510,4076,Germany,Luxembourg,2015-10-01
201510,50,United Kingdom,Luxembourg,2015-10-01
201406,9326,Canada,Belgium,2014-06-01
201406,13528,Denmark,Belgium,2014-06-01
201406,4704,France,Belgium,2014-06-01
201406,28701,Germany,Belgium,2014-06-01
201406,52,Israel,Belgium,2014-06-01
201406,6565,Lebanon,Belgium,2014-06-01
201406,218347,Netherlands,Belgium,2014-06-01
201406,595,United Kingdom,Belgium,2014-06-01
201502,20353,Austria,Poland,2015-02-01
201502,278037,Canada,Poland,2015-02-01
201502,93708,Germany,Poland,2015-02-01
201502,849,Netherlands,Poland,2015-02-01
201502,396,United States of America,Poland,2015-02-01
201406,570045,Canada,Denmark,2014-06-01
201406,65,Sri Lanka,Denmark,2014-06-01
201406,18,France,Denmark,2014-06-01
201406,86397,Germany,Denmark,2014-06-01
201406,8,Italy,Denmark,2014-06-01
201406,1734,Netherlands,Denmark,2014-06-01
201406,26,Sweden,Denmark,2014-06-01
201406,41069,United States of America,Denmark,2014-06-01
201406,106,Cyprus,Greece,2014-06-01
201406,3982,France,Greece,2014-06-01
201406,5809,Netherlands,Greece,2014-06-01
201406,105,United Kingdom,Greece,2014-06-01
201502,188,Austria,Italy,2015-02-01
201502,20085,Belgium,Italy,2015-02-01
201502,13798,Denmark,Italy,2015-02-01
201502,50688,France,Italy,2015-02-01
201502,24177,Germany,Italy,2015-02-01
201502,2084,Netherlands,Italy,2015-02-01
201502,19,Romania,Italy,2015-02-01
201502,1667,United Kingdom,Italy,2015-02-01
201502,20688,Canada,Italy,2015-02-01
201510,648,Austria,Slovakia,2015-10-01
201510,1184,Canada,Slovakia,2015-10-01
201510,1820,China,Slovakia,2015-10-01
201510,6288,Czech Rep.,Slovakia,2015-10-01
201510,167039,Germany,Slovakia,2015-10-01
201510,3906,Hungary,Slovakia,2015-10-01
201510,1809,Poland,Slovakia,2015-10-01
201510,24447,United Kingdom,Slovakia,2015-10-01
201406,4685,Austria,Italy,2014-06-01
201406,150401,Canada,Italy,2014-06-01
201406,25486,Denmark,Italy,2014-06-01
201406,48692,France,Italy,2014-06-01
201406,59328,Germany,Italy,2014-06-01
201406,22148,Netherlands,Italy,2014-06-01
201406,225510,United Kingdom,Italy,2014-06-01
201510,940,Czech Rep.,Lithuania,2015-10-01
201510,38,Denmark,Lithuania,2015-10-01
201510,2469,France,Lithuania,2015-10-01
201510,282,Germany,Lithuania,2015-10-01
201510,540,Latvia,Lithuania,2015-10-01
201510,112,United Kingdom,Lithuania,2015-10-01
201510,608,Canada,Barbados,2015-10-01
201510,298,United Kingdom,Barbados,2015-10-01
201510,4459,United States of America,Barbados,2015-10-01
201502,9098,France,Philippines,2015-02-01
201502,9988,United States of America,Philippines,2015-02-01
201510,192,Austria,Croatia,2015-10-01
201510,8,Czech Rep.,Croatia,2015-10-01
201510,8,France,Croatia,2015-10-01
201510,14777,Germany,Croatia,2015-10-01
201510,5386,Hungary,Croatia,2015-10-01
201510,333,Italy,Croatia,2015-10-01
201406,160,Czech Rep.,Lithuania,2014-06-01
201406,34,Denmark,Lithuania,2014-06-01
201406,5488,France,Lithuania,2014-06-01
201406,279,Germany,Lithuania,2014-06-01
201406,469,Latvia,Lithuania,2014-06-01
201406,41,United Kingdom,Lithuania,2014-06-01
201510,1437,Netherlands,Croatia,2015-10-01
201510,18,United Kingdom,Croatia,2015-10-01
201502,39173,Canada,Belgium,2015-02-01
201502,19860,Denmark,Belgium,2015-02-01
201502,12638,France,Belgium,2015-02-01
201502,65012,Netherlands,Belgium,2015-02-01
201502,458,United Kingdom,Belgium,2015-02-01
201502,68572,United States of America,Belgium,2015-02-01
201510,9179,Austria,Poland,2015-10-01
201510,123492,Canada,Poland,2015-10-01
201510,318557,Germany,Poland,2015-10-01
201510,330,United Kingdom,Poland,2015-10-01
201510,802,Canada,Panama,2015-10-01
201510,2256,France,Panama,2015-10-01
201510,15561,United States of America,Panama,2015-10-01
201406,85779,Canada,Austria,2014-06-01
201406,91066,Denmark,Austria,2014-06-01
201502,162192,Canada,Austria,2015-02-01
201502,66988,Denmark,Austria,2015-02-01
201510,425,Australia,Philippines,2015-10-01
201510,13385,United States of America,Philippines,2015-10-01
201510,74724,Denmark,Austria,2015-10-01
201510,674,Netherlands,Austria,2015-10-01
201510,6752,Poland,Austria,2015-10-01
201502,6356,Canada,Bulgaria,2015-02-01
201502,1623,Netherlands,Bulgaria,2015-02-01
201406,4390,Austria,Bulgaria,2014-06-01
201406,16759,France,Bulgaria,2014-06-01
201406,6918,Germany,Bulgaria,2014-06-01
201406,3113,Turkey,Bulgaria,2014-06-01
201502,363,Cyprus,Malta,2015-02-01
201502,20,Canada,Guatemala,2015-02-01
201502,2494,Mexico,Guatemala,2015-02-01
201502,32589,United States of America,Guatemala,2015-02-01
201502,2363,France,Latvia,2015-02-01
201502,1390,Germany,Latvia,2015-02-01
201502,27726,Lithuania,Latvia,2015-02-01
201502,1108,Netherlands,Latvia,2015-02-01
201502,2380,Sweden,Latvia,2015-02-01
201502,2755,United Kingdom,Latvia,2015-02-01
201502,2384,Belgium,Netherlands,2015-02-01
201502,138164,Canada,Netherlands,2015-02-01
201502,76022,Germany,Netherlands,2015-02-01
201502,1362,United Kingdom,Netherlands,2015-02-01
201510,1513,Bulgaria,Cyprus,2015-10-01
201510,388,United Kingdom,Cyprus,2015-10-01
201510,1449,Austria,Bulgaria,2015-10-01
201510,5483,Canada,Bulgaria,2015-10-01
201510,7550,France,Bulgaria,2015-10-01
201510,1854,Netherlands,Bulgaria,2015-10-01
201502,43141,France,Spain,2015-02-01
201502,2236,Germany,Spain,2015-02-01
201502,63674,Netherlands,Spain,2015-02-01
201502,2951,United Kingdom,Spain,2015-02-01
201406,11091,Austria,Germany,2014-06-01
201406,2248049,Canada,Germany,2014-06-01
201406,23745,Denmark,Germany,2014-06-01
201406,14081,France,Germany,2014-06-01
201406,2066,Netherlands,Germany,2014-06-01
201406,23337,United Kingdom,Germany,2014-06-01
201406,51962,United States of America,Germany,2014-06-01
201406,924,France,Malta,2014-06-01
201406,394,United Kingdom,Malta,2014-06-01
201510,17864,Austria,Germany,2015-10-01
201502,285,United States of America,"China, Hong Kong SAR",2015-02-01
201502,9500,Canada,"China, Hong Kong SAR",2015-02-01
201502,797,Japan,"China, Hong Kong SAR",2015-02-01
201406,2827,Belgium,Netherlands,2014-06-01
201406,190465,Canada,Netherlands,2014-06-01
201406,3221,Italy,Netherlands,2014-06-01
201510,820,Argentina,Germany,2015-10-01
201510,1225390,Canada,Germany,2015-10-01
201510,23560,Denmark,Germany,2015-10-01
201510,62961,United States of America,Germany,2015-10-01
201502,233,Czech Rep.,Lithuania,2015-02-01
201502,28,Denmark,Lithuania,2015-02-01
201502,6873,France,Lithuania,2015-02-01
201502,1983,Latvia,Lithuania,2015-02-01
201502,2561,France,Mauritius,2015-02-01
201502,3646,Austria,Romania,2015-02-01
201502,273,Bulgaria,Romania,2015-02-01
201502,1366,Czech Rep.,Romania,2015-02-01
201502,11172,Denmark,Romania,2015-02-01
201502,549,France,Romania,2015-02-01
201502,14333,Germany,Romania,2015-02-01
201502,3,Italy,Romania,2015-02-01
201502,423,Netherlands,Romania,2015-02-01
201502,687,United Kingdom,Romania,2015-02-01
201502,12337,Hungary,Romania,2015-02-01
201502,12948,Canada,Turkey,2015-02-01
201406,74348,France,Spain,2014-06-01
201406,1060,Germany,Spain,2014-06-01
201406,24031,Netherlands,Spain,2014-06-01
201406,2392,United Kingdom,Spain,2014-06-01
201502,501581,Brazil,Madagascar,2015-02-01
201502,955,Canada,Madagascar,2015-02-01
201502,40,France,Madagascar,2015-02-01
201502,256890,Thailand,Madagascar,2015-02-01
201407,12280,Austria,Germany,2014-07-01
201407,23653,Denmark,Germany,2014-07-01
201407,7013,France,Germany,2014-07-01
201407,244,Israel,Germany,2014-07-01
201407,12280,United States of America,Germany,2014-07-01
201502,10190,Austria,Germany,2015-02-01
201502,992909,Canada,Germany,2015-02-01
201502,6494,China,Germany,2015-02-01
201502,17,Dem.Rep. of the Congo,Germany,2015-02-01
201502,284022,Netherlands,Germany,2015-02-01
201502,79,India,Germany,2015-02-01
201502,42,United Kingdom,Germany,2015-02-01
201502,141961,United States of America,Germany,2015-02-01
201510,3629,Italy,Malta,2015-10-01
201510,272,Mexico,Guatemala,2015-10-01
201510,25834,United States of America,Guatemala,2015-10-01
201510,219959,Canada,Netherlands,2015-10-01
201510,80735,Germany,Netherlands,2015-10-01
201510,607,Senegal,Netherlands,2015-10-01
201510,13179,United States of America,Netherlands,2015-10-01
201510,2449,Belgium,Netherlands,2015-10-01
201406,2696,France,Mauritius,2014-06-01
201510,3326,Austria,Romania,2015-10-01
201510,7954,Czech Rep.,Romania,2015-10-01
201510,3382,France,Romania,2015-10-01
201510,13898,Germany,Romania,2015-10-01
201510,2528,Hungary,Romania,2015-10-01
201502,51,Canada,Serbia,2015-02-01
201502,175536,Canada,Ireland,2015-02-01
201502,20809,United Kingdom,Ireland,2015-02-01
201502,187,Canada,Greenland,2015-02-01
201502,715,Denmark,Greenland,2015-02-01
201510,4314,Belgium,Spain,2015-10-01
201510,48299,Canada,Spain,2015-10-01
201510,94172,France,Spain,2015-10-01
201510,6213,Germany,Spain,2015-10-01
201510,11550,Netherlands,Spain,2015-10-01
201510,23919,United Kingdom,Spain,2015-10-01
201510,3708,United States of America,Spain,2015-10-01
201502,257,Finland,Russian Federation,2015-02-01
201502,67236,France,Russian Federation,2015-02-01
201502,2571,Germany,Russian Federation,2015-02-01
201502,51893,United States of America,Russian Federation,2015-02-01
201502,74140,Belgium,United Kingdom,2015-02-01
201502,1324922,Canada,United Kingdom,2015-02-01
201502,3775,France,United Kingdom,2015-02-01
201502,18954,Germany,United Kingdom,2015-02-01
201502,2146,Grenada,United Kingdom,2015-02-01
201502,44802,Hungary,United Kingdom,2015-02-01
201502,55157,Ireland,United Kingdom,2015-02-01
201502,11075,Netherlands,United Kingdom,2015-02-01
201502,234,Poland,United Kingdom,2015-02-01
201502,39535,United States of America,United Kingdom,2015-02-01
201406,251847,Canada,Switzerland,2014-06-01
201406,90368,Denmark,Switzerland,2014-06-01
201406,9041,France,Switzerland,2014-06-01
201406,17721,Germany,Switzerland,2014-06-01
201406,13,Italy,Switzerland,2014-06-01
201406,113,Japan,Switzerland,2014-06-01
201406,1068,United Kingdom,Switzerland,2014-06-01
201406,2544,United States of America,Switzerland,2014-06-01
201502,2546,Canada,Bosnia Herzegovina,2015-02-01
201502,21,France,Bosnia Herzegovina,2015-02-01
201502,73,Germany,Bosnia Herzegovina,2015-02-01
201510,333,Finland,Russian Federation,2015-10-01
201510,1499,France,Russian Federation,2015-10-01
201510,432,Germany,Russian Federation,2015-10-01
201510,37,Spain,Russian Federation,2015-10-01
201502,1149,Portugal,Mozambique,2015-02-01
201502,19613,Germany,Sweden,2015-02-01
201502,488,Austria,Luxembourg,2015-02-01
201502,1218,Belgium,Luxembourg,2015-02-01
201502,1888,Canada,Luxembourg,2015-02-01
201502,1130,France,Luxembourg,2015-02-01
201502,4325,Germany,Luxembourg,2015-02-01
201502,523,United Kingdom,Luxembourg,2015-02-01
201502,22574,United States of America,Bermuda,2015-02-01
201502,301,Italy,Kuwait,2015-02-01
201502,349,United States of America,Kuwait,2015-02-01
201406,25831,United States of America,Guatemala,2014-06-01
201502,3470,United States of America,Belize,2015-02-01
201502,4391,United States of America,Portugal,2015-02-01
201502,42,France,Portugal,2015-02-01
201502,67,Germany,Portugal,2015-02-01
201502,740,Spain,Portugal,2015-02-01
201502,3245,United Kingdom,Portugal,2015-02-01
201406,2778,China,Singapore,2014-06-01
201406,696,France,Singapore,2014-06-01
201406,149,Japan,Singapore,2014-06-01
201406,347,Malaysia,Singapore,2014-06-01
201406,619,New Zealand,Singapore,2014-06-01
201406,826,United Kingdom,Singapore,2014-06-01
201406,16482,United States of America,Singapore,2014-06-01
201406,13662,Australia,Singapore,2014-06-01
201406,28701,Canada,Singapore,2014-06-01
201510,1133005,Canada,Australia,2015-10-01
201510,828,China,Australia,2015-10-01
201510,4956,Lebanon,Australia,2015-10-01
201510,66222,New Zealand,Australia,2015-10-01
201510,23539,United States of America,Australia,2015-10-01
201502,94,United States of America,Palau,2015-02-01
201510,1750,Germany,Bosnia Herzegovina,2015-10-01
201510,369,Austria,Bosnia Herzegovina,2015-10-01
201510,365,Canada,Bosnia Herzegovina,2015-10-01
201502,251,Canada,French Polynesia,2015-02-01
201502,1995,United States of America,French Polynesia,2015-02-01
201510,104,Serbia,Bosnia Herzegovina,2015-10-01
201510,74,Switzerland,Bosnia Herzegovina,2015-10-01
201406,1132,United States of America,Antigua and Barbuda,2014-06-01
201502,2469,South Africa,Botswana,2015-02-01
201502,200,United Kingdom,Saint Vincent and the Grenadines,2015-02-01
201502,708,United States of America,Saint Vincent and the Grenadines,2015-02-01
201406,7685,Canada,Qatar,2014-06-01
201406,6220,France,Qatar,2014-06-01
201406,6710,India,Qatar,2014-06-01
201406,15815,United Kingdom,Qatar,2014-06-01
201406,24699,United States of America,Qatar,2014-06-01
201502,1,Austria,Croatia,2015-02-01
201502,283,Czech Rep.,Croatia,2015-02-01
201502,85,Italy,Croatia,2015-02-01
201502,16126,Germany,Croatia,2015-02-01
201502,343,Netherlands,Croatia,2015-02-01
201510,3358,Canada,Peru,2015-10-01
201510,2056,United States of America,Peru,2015-10-01
201502,1163,Canada,Seychelles,2015-02-01
201502,300,France,Seychelles,2015-02-01
201502,574,Singapore,Seychelles,2015-02-01
201502,475,United Arab Emirates,Seychelles,2015-02-01
201502,249,United Kingdom,Seychelles,2015-02-01
201502,160,United States of America,Seychelles,2015-02-01
201406,1365,United Kingdom,Bermuda,2014-06-01
201406,21712,United States of America,Bermuda,2014-06-01
201502,7660,Austria,Hungary,2015-02-01
201502,107465,Germany,Hungary,2015-02-01
201502,49,TFYR of Macedonia,Hungary,2015-02-01
201502,46,United States of America,Hungary,2015-02-01
201406,1735,Canada,Canada,2014-06-01
201406,458,Mexico,Canada,2014-06-01
201406,2747238,United States of America,Canada,2014-06-01
201502,5097,United States of America,Kazakhstan,2015-02-01
201406,3115,Algeria,France,2014-06-01
201510,2910,Austria,Switzerland,2015-10-01
201510,355338,Canada,Switzerland,2015-10-01
201510,1296,France,Switzerland,2015-10-01
201510,2239,Portugal,Switzerland,2015-10-01
201510,124,United States of America,Switzerland,2015-10-01
201510,120821,Germany,Switzerland,2015-10-01
201510,517,United Kingdom,Switzerland,2015-10-01
201406,42616,Denmark,France,2014-06-01
201406,595997,Canada,France,2014-06-01
201406,43,Germany,France,2014-06-01
201406,6626,Netherlands,France,2014-06-01
201406,4449,United Kingdom,France,2014-06-01
201406,2264,United States of America,France,2014-06-01
201406,600,Portugal,Mozambique,2014-06-01
201406,170,South Africa,Mozambique,2014-06-01
201502,16557,Canada,Brazil,2015-02-01
201502,102118,Canada,Canada,2015-02-01
201502,14,Czech Rep.,Canada,2015-02-01
201502,29,France,Canada,2015-02-01
201502,40,Sweden,Canada,2015-02-01
201502,341,United Kingdom,Canada,2015-02-01
201502,28526,United States of America,Canada,2015-02-01
201406,1941,Canada,New Caledonia,2014-06-01
201406,972,France,New Caledonia,2014-06-01
201406,390,United States of America,New Caledonia,2014-06-01
201502,1246807,Canada,Japan,2015-02-01
201502,120623,United States of America,Japan,2015-02-01
201406,47,New Zealand,Fiji,2014-06-01
201502,162768,Canada,Mexico,2015-02-01
201502,452,China,Mexico,2015-02-01
201502,26039,United States of America,Mexico,2015-02-01
201502,29673,United States of America,Singapore,2015-02-01
201502,2058,Australia,Singapore,2015-02-01
201502,7414,Canada,Singapore,2015-02-01
201502,8361,China,Singapore,2015-02-01
201502,453,France,Singapore,2015-02-01
201502,138,Japan,Singapore,2015-02-01
201502,247,Malaysia,Singapore,2015-02-01
201502,983,India,Singapore,2015-02-01
201502,1713,United Kingdom,Singapore,2015-02-01
201510,73,Canada,Antigua and Barbuda,2015-10-01
201510,530,United States of America,Antigua and Barbuda,2015-10-01
201510,332,United Kingdom,Bolivia,2015-10-01
201510,722,United States of America,Bolivia,2015-10-01
201510,235,South Africa,Mozambique,2015-10-01
201510,658,Canada,Greenland,2015-10-01
201510,775,Denmark,Greenland,2015-10-01
201510,827,Israel,Ethiopia,2015-10-01
201510,30760,Canada,Sweden,2015-10-01
201510,14179,Germany,Sweden,2015-10-01
201510,256,United Kingdom,Bermuda,2015-10-01
201510,13979,United States of America,Bermuda,2015-10-01
201510,78,France,Mauritius,2015-10-01
201510,318,Brazil,Kuwait,2015-10-01
201510,43920,Canada,Kuwait,2015-10-01
201510,943,Italy,Kuwait,2015-10-01
201510,6130,United States of America,Kuwait,2015-10-01
201510,1806,United States of America,Belize,2015-10-01
201510,15863,Denmark,Turkey,2015-10-01
201510,388,Canada,French Polynesia,2015-10-01
201510,39,Germany,French Polynesia,2015-10-01
201510,4951,United States of America,French Polynesia,2015-10-01
201510,18683,Australia,Singapore,2015-10-01
201510,25598,Canada,Singapore,2015-10-01
201510,18331,China,Singapore,2015-10-01
201510,2198,Japan,Singapore,2015-10-01
201510,3472,New Zealand,Singapore,2015-10-01
201510,3014,United Kingdom,Singapore,2015-10-01
201510,67555,United States of America,Singapore,2015-10-01
201510,258,Canada,Saint Vincent and the Grenadines,2015-10-01
201510,50,United Kingdom,Saint Vincent and the Grenadines,2015-10-01
201510,505,Canada,Seychelles,2015-10-01
201510,70,South Africa,Seychelles,2015-10-01
201510,629,United Arab Emirates,Seychelles,2015-10-01
201510,342,United Kingdom,Seychelles,2015-10-01
201510,911,United States of America,Seychelles,2015-10-01
201510,129220,Germany,Hungary,2015-10-01
201510,1818,Slovenia,Hungary,2015-10-01
201510,840,TFYR of Macedonia,Hungary,2015-10-01
201510,58,Germany,Kazakhstan,2015-10-01
201510,1050,Russian Federation,Kazakhstan,2015-10-01
201510,12,United Kingdom,Kazakhstan,2015-10-01
201510,3913,South Africa,Botswana,2015-10-01
201510,901,Canada,Canada,2015-10-01
201510,138,China,Canada,2015-10-01
201510,67,France,Canada,2015-10-01
201510,186,United Kingdom,Canada,2015-10-01
201510,347336,United States of America,Canada,2015-10-01
201510,1979687,Canada,Japan,2015-10-01
201510,16675,United States of America,Japan,2015-10-01
201510,130639,Canada,Mexico,2015-10-01
201510,48,Lebanon,Mexico,2015-10-01
201510,15494,United States of America,Mexico,2015-10-01
201510,597,Belgium,France,2015-10-01
201510,1099874,Canada,France,2015-10-01
201510,2997,Denmark,France,2015-10-01
201510,1794,Germany,France,2015-10-01
201510,18582,Netherlands,France,2015-10-01
201510,2955,United Kingdom,France,2015-10-01
201510,4460,United States of America,France,2015-10-01
201509,213,Canada,Armenia,2015-09-01
201401,1560,Canada,Slovakia,2014-01-01
201401,13430,China,Slovakia,2014-01-01
201401,909,Czech Rep.,Slovakia,2014-01-01
201401,13825,Germany,Slovakia,2014-01-01
201510,159697,Canada,Ireland,2015-10-01
201510,95299,Denmark,Ireland,2015-10-01
201510,1882,France,Ireland,2015-10-01
201510,13430,United Kingdom,Ireland,2015-10-01
201510,4081,Austria,Italy,2015-10-01
201510,19366,Belgium,Italy,2015-10-01
201510,77145,Canada,Italy,2015-10-01
201510,16563,Denmark,Italy,2015-10-01
201510,21011,France,Italy,2015-10-01
201510,46547,Germany,Italy,2015-10-01
201510,69115,Netherlands,Italy,2015-10-01
201510,216,Portugal,Italy,2015-10-01
201510,1,Romania,Italy,2015-10-01
201510,2441,France,Malaysia,2015-10-01
201510,1955,United Kingdom,Malaysia,2015-10-01
201510,9640,United States of America,Malaysia,2015-10-01
201510,1365,Austria,Slovenia,2015-10-01
201510,5267,Canada,Slovenia,2015-10-01
201510,20106,Germany,Slovenia,2015-10-01
201510,349,Mexico,Slovenia,2015-10-01
201510,33972,Belgium,United Kingdom,2015-10-01
201510,1256302,Canada,United Kingdom,2015-10-01
201510,5837,Sri Lanka,United Kingdom,2015-10-01
201510,4858,France,United Kingdom,2015-10-01
201510,158688,Germany,United Kingdom,2015-10-01
201510,51835,Hungary,United Kingdom,2015-10-01
201510,13109,Ireland,United Kingdom,2015-10-01
201510,10890,Netherlands,United Kingdom,2015-10-01
201510,616,Poland,United Kingdom,2015-10-01
201510,8983,United States of America,United Kingdom,2015-10-01
201509,1042635,Canada,Australia,2015-09-01
201509,2747,China,Australia,2015-09-01
201509,49536,New Zealand,Australia,2015-09-01
201509,2181,United Kingdom,Australia,2015-09-01
201509,252184,United States of America,Australia,2015-09-01
201509,162,United Kingdom,Barbados,2015-09-01
201509,1411,United States of America,Barbados,2015-09-01
201509,2370,United States of America,Belize,2015-09-01
201509,3780,United Kingdom,Cyprus,2015-09-01
201401,6651,Denmark,Russian Federation,2014-01-01
201401,745,Finland,Russian Federation,2014-01-01
201401,2185,France,Russian Federation,2014-01-01
201401,38466,Germany,Russian Federation,2014-01-01
201401,210,Latvia,Russian Federation,2014-01-01
201401,111912,Poland,Russian Federation,2014-01-01
201401,55288,United States of America,Russian Federation,2014-01-01
201401,10830,Germany,Croatia,2014-01-01
201401,300,Italy,Croatia,2014-01-01
201512,36819,Belgium,Netherlands,2015-12-01
201401,850784,Canada,Australia,2014-01-01
201401,46401,New Zealand,Australia,2014-01-01
201401,279,Japan,Brazil,2014-01-01
201401,22508,Canada,Brazil,2014-01-01
201401,39734,Canada,Czech Rep.,2014-01-01
201401,22452,Denmark,Czech Rep.,2014-01-01
201401,130,France,Czech Rep.,2014-01-01
201401,58996,Germany,Czech Rep.,2014-01-01
201401,1186,United Kingdom,Czech Rep.,2014-01-01
201401,272093,Canada,Switzerland,2014-01-01
201401,75942,Denmark,Switzerland,2014-01-01
201401,19388,France,Switzerland,2014-01-01
201401,14853,Germany,Switzerland,2014-01-01
201401,15900,Denmark,Turkey,2014-01-01
201401,327,United Kingdom,Barbados,2014-01-01
201401,10036,United States of America,Barbados,2014-01-01
201401,7492,Guatemala,El Salvador,2014-01-01
201401,1256,United States of America,El Salvador,2014-01-01
201401,1520,France,Luxembourg,2014-01-01
201401,6246,Germany,Luxembourg,2014-01-01
201401,493,United Kingdom,Luxembourg,2014-01-01
201401,21,Italy,Switzerland,2014-01-01
201401,7337,Netherlands,Switzerland,2014-01-01
201401,602,United Kingdom,Switzerland,2014-01-01
201401,465,United States of America,Switzerland,2014-01-01
201401,81,Canada,Estonia,2014-01-01
201401,1311,Finland,Estonia,2014-01-01
201401,315,France,Estonia,2014-01-01
201401,33,Germany,Estonia,2014-01-01
201401,670,Austria,Luxembourg,2014-01-01
201401,448,Belgium,Luxembourg,2014-01-01
201401,421,Canada,Luxembourg,2014-01-01
201409,36411,Denmark,Russian Federation,2014-09-01
201401,1423,France,United Kingdom,2014-01-01
201401,1227,Ireland,United Kingdom,2014-01-01
201401,240718,Lithuania,United Kingdom,2014-01-01
201401,5827,Netherlands,United Kingdom,2014-01-01
201401,237395,United States of America,United Kingdom,2014-01-01
201409,556,Finland,Russian Federation,2014-09-01
201409,1666,France,Russian Federation,2014-09-01
201409,5484,Germany,Russian Federation,2014-09-01
201409,292,Latvia,Russian Federation,2014-09-01
201409,1502,Lithuania,Russian Federation,2014-09-01
201409,61792,United States of America,Russian Federation,2014-09-01
201401,72792,Belgium,United Kingdom,2014-01-01
201401,1337969,Canada,United Kingdom,2014-01-01
201401,1344,Sri Lanka,United Kingdom,2014-01-01
201401,28746,Denmark,United Kingdom,2014-01-01
201409,2882,Egypt,South Africa,2014-09-01
201409,86,United Kingdom,South Africa,2014-09-01
201409,44,United States of America,South Africa,2014-09-01
201409,246,Canada,Iceland,2014-09-01
201409,354,Denmark,Iceland,2014-09-01
201409,14729,United States of America,Iceland,2014-09-01
201409,28138,Germany,Denmark,2014-09-01
201409,230007,Canada,Denmark,2014-09-01
201409,17,France,Denmark,2014-09-01
201409,2225,Canada,Chile,2014-09-01
201409,5437,United States of America,Chile,2014-09-01
201409,1389,Colombia,Chile,2014-09-01
201409,7,Italy,Denmark,2014-09-01
201409,1685,Netherlands,Denmark,2014-09-01
201409,59,Sweden,Denmark,2014-09-01
201409,237,Switzerland,Denmark,2014-09-01
201409,2143417,Canada,Japan,2014-09-01
201409,14342,United States of America,Japan,2014-09-01
201409,1130,Canada,Slovenia,2014-09-01
201409,79,Croatia,Slovenia,2014-09-01
201409,82,Czech Rep.,Slovenia,2014-09-01
201409,521,France,Slovenia,2014-09-01
201409,6150,Germany,Slovenia,2014-09-01
201409,25,Hungary,Slovenia,2014-09-01
201409,3196,Italy,Slovenia,2014-09-01
201409,364,Mexico,Slovenia,2014-09-01
201401,146267,Canada,New Zealand,2014-01-01
201401,2196,United Kingdom,New Zealand,2014-01-01
201401,10850,United States of America,New Zealand,2014-01-01
201409,2149,Austria,Slovenia,2014-09-01
201409,247,Canada,Barbados,2014-09-01
201409,170,United Kingdom,Barbados,2014-09-01
201409,3744,United States of America,Barbados,2014-09-01
201409,12539,Canada,Brazil,2014-09-01
201401,30,Canada,TFYR of Macedonia,2014-01-01
201409,910,Austria,Romania,2014-09-01
201409,3571,Bulgaria,Romania,2014-09-01
201409,1508,Germany,Romania,2014-09-01
201409,431,Hungary,Romania,2014-09-01
201409,342,Italy,Romania,2014-09-01
201409,238,United Kingdom,Romania,2014-09-01
201401,192418,Canada,Belgium,2014-01-01
201401,23613,Denmark,Belgium,2014-01-01
201401,13093,France,Belgium,2014-01-01
201401,207090,Germany,Belgium,2014-01-01
201401,107015,Netherlands,Belgium,2014-01-01
201401,422,United Kingdom,Belgium,2014-01-01
201409,288,Croatia,Montenegro,2014-09-01
201409,3381,Australia,New Zealand,2014-09-01
201409,76848,Canada,New Zealand,2014-09-01
201409,2274,United States of America,New Zealand,2014-09-01
201409,401,Costa Rica,El Salvador,2014-09-01
201409,8506,Guatemala,El Salvador,2014-09-01
201409,1899,United States of America,El Salvador,2014-09-01
201509,16164,Canada,Estonia,2015-09-01
201509,230,Latvia,Estonia,2015-09-01
201409,126851,Canada,Norway,2014-09-01
201409,20879,Denmark,Norway,2014-09-01
201409,592,United Kingdom,Norway,2014-09-01
201409,450,Canada,Antigua and Barbuda,2014-09-01
201409,1020,United States of America,Antigua and Barbuda,2014-09-01
201401,1837,Austria,Bulgaria,2014-01-01
201401,3811,Canada,Bulgaria,2014-01-01
201401,11514,France,Bulgaria,2014-01-01
201409,7630,Canada,Estonia,2014-09-01
201409,243,France,Estonia,2014-09-01
201409,2120,Latvia,Estonia,2014-09-01
201401,1327261,Canada,France,2014-01-01
201401,24893,Denmark,France,2014-01-01
201401,2116,Italy,France,2014-01-01
